Ano;N° Emenda;Partido;Parlamentar;Cód. Parlamentar Solicitante (a partir de 2025);Parlamentar Solicitante (a partir de 2025);UF;Cód. Município IBGE;Municipio;Esfera Administrativa;Tipo de Emenda;Grupo de Despesa;Subfunção;Fonte;Funcional;Data Inicio Proposta;N° Instrumento;TGov Parceria;Tipo de Repasse;Tipo de Instrumento;Ação Orç.;Programa Estratégico;Componente;CNPJ Beneficiário;Beneficiário;Nr. Portaria;Data Portaria;Situação (Portal FNS);Situação (DS PROPOSTA);Data Último Pgto;Instrumento (R$);Empenhado (R$);Pago (R$)
2026;42700006;UNIÃO;EFRAIM FILHO;não se aplica;não se aplica;PB;251335;SANTA INES;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;12/03/2026;36000758921202600;202600006688;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;14418667000113;FUNDO MUNICIPAL DE SAUDE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$299.532,00;R$299.532,00;R$299.532,00
2026;42700006;UNIÃO;EFRAIM FILHO;não se aplica;não se aplica;PB;251630;SUME;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;06/03/2026;36000749067202600;202600006751;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11285069000125;FUNDO MUNICIPAL DE SAUDE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$1.000.000,00;R$1.000.000,00;R$1.000.000,00
2026;42700007;UNIÃO;EFRAIM FILHO;não se aplica;não se aplica;PB;251630;SUME;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;04/03/2026;36000745939202600;202600014661;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;11285069000125;FUNDO MUNICIPAL DE SAUDE;10443;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$1.000.000,00;R$1.000.000,00;R$1.000.000,00
2026;40880008;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;251630;SUME;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;04/03/2026;36000743707202600;202600006750;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11285069000125;FUNDO MUNICIPAL DE SAUDE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$300.000,00;R$300.000,00;R$300.000,00
2026;40880008;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;250500;CUBATI;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;17/03/2026;36000765195202600;202600006561;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;08580325000100;FUNDO MUNICIPAL DE SAUDE DE CUBATI;10498;31/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$200.000,00;R$200.000,00;R$200.000,00
2026;43170007;PL;CABO GILBERTO SILVA;não se aplica;não se aplica;PB;251550;SERRA BRANCA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;07/03/2026;36000751370202600;202600006736;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;05456092000132;FUNDO MUNICIPAL DE SAUDE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;03/06/2026;R$1.000.000,00;R$1.000.000,00;R$1.000.000,00
2026;12770001;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;250660;IBIARA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;05/03/2026;36000748609202600;202600006585;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;08892967000137;FUNDO MUNICIPAL DE SAUDE DE IBIARA;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;11/05/2026;R$400.000,00;R$400.000,00;R$400.000,00
2026;12770001;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;251580;SERRA REDONDA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;11/03/2026;36000757303202600;202600035603;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;97519352000190;FUNDO MUNICIPAL DE SAUDE;11336;20/05/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$400.000,00;R$400.000,00;R$0,00
2026;12770003;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;250077;APARECIDA;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;12/03/2026;11956816000126001;202600021502;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;11956816000100;FUNDO MUNICIPAL DE SAUDE DE APARECIDA;10893;16/04/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$250.421,00;R$250.421,00;R$250.421,00
2026;27110001;PP;AGUINALDO RIBEIRO;não se aplica;não se aplica;PB;250460;CONDE;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;24/03/2026;36000774483202600;202600006555;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11570107000191;FUNDO MUNICIPAL DE SAUDE;10492;31/03/2026;PROPOSTA PAGA;Proposta Paga;29/06/2026;R$400.000,00;R$400.000,00;R$400.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250460;CONDE;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;26/03/2026;36000778020202600;202600017826;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11570107000191;FUNDO MUNICIPAL DE SAUDE;10781;10/04/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410006;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250680;INGA;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;04/03/2026;36000745956202600;202600014591;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;08610110000187;FUNDO MUNICIPAL DE SAUDE DE INGA/PB;10443;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$1.500.000,00;R$1.500.000,00;R$1.500.000,00
2026;41410011;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251450;SAO JOSE DE PIRANHAS;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;02/03/2026;11602227000126001;202600019030;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;11602227000123;FUNDO MUNICIPAL DE SAUDE;10681;06/04/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$86.444,00;R$86.444,00;R$86.444,00
2026;39970005;PSB;GERVÁSIO MAIA;não se aplica;não se aplica;PB;250077;APARECIDA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;12/03/2026;36000760626202600;202600006504;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11956816000100;FUNDO MUNICIPAL DE SAUDE DE APARECIDA;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$800.000,00;R$800.000,00;R$800.000,00
2026;39970005;PSB;GERVÁSIO MAIA;não se aplica;não se aplica;PB;251090;PAULISTA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;18/03/2026;36000766385202600;202600006643;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11247833000178;FUNDO MUNICIPAL DE SAUDE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$1.000.000,00;R$1.000.000,00;R$1.000.000,00
2026;12710002;PT;LUIZ COUTO;não se aplica;não se aplica;PB;251597;SOBRADO;MUNICIPAL;INDIVIDUAL;CAPITAL;302;1001;10302511885350025;30/03/2026;12012235000126001;202600034583;FAF;EQUIPAMENTO;8535;ATENÇÃO ESPECIALIZADA À SAÚDE;Rede de Atenção Hospitalar - Ambulância de Transporte Tipo A - Remoção Simples - Eletiva;12012235000182;FUNDO MUNICIPAL DE SAUDE;11293;19/05/2026;PROPOSTA PAGA;Proposta Paga;26/05/2026;R$260.998,00;R$260.998,00;R$260.998,00
2026;27120001;REPUBLICAN;HUGO MOTTA;não se aplica;não se aplica;PB;251530;SAPE;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;30/03/2026;36000781721202600;202600035190;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;08036438000131;FUNDO MUNICIPAL DE SAUDE DE SAPE;11347;20/05/2026;PROPOSTA PAGA;Proposta Paga;29/06/2026;R$750.000,00;R$750.000,00;R$750.000,00
2026;27120004;REPUBLICAN;HUGO MOTTA;não se aplica;não se aplica;PB;250770;JUAZEIRINHO;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;04/03/2026;36000743610202600;202600006600;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11277311000119;FUNDO MUNICIPAL DE SAUDE DE JUAZEIRINHO;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$500.000,00;R$500.000,00;R$500.000,00
2026;27120001;REPUBLICAN;HUGO MOTTA;não se aplica;não se aplica;PB;250900;MANAIRA;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;05/03/2026;36000747267202600;202600014614;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;10522238000130;FUNDO MUNICIPAL DE SAUDE DE MANAIRA;10601;02/04/2026;PROPOSTA PAGA;Proposta Paga;11/06/2026;R$200.000,00;R$200.000,00;R$200.000,00
2026;12830007;REPUBLICAN;WILSON SANTIAGO;não se aplica;não se aplica;PB;250750;JOAO PESSOA;PRIVADA;INDIVIDUAL;CAPITAL;302;1001;10302511885357370;02/05/2026;90911226008;-;CONVENIO;CONVÊNIO EQUIPAMENTO;8535;ATENÇÃO ESPECIALIZADA À SAÚDE;POLÍTICA NACIONAL DE PREVENÇÃO E CONTROLE DO CÂNCER - HOSPITAL HABILITADO NA ALTA COMPLEXIDADE EM ONCOLOGIA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;998825;09/06/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$500.000,00;R$500.000,00;R$0,00
2026;12830001;REPUBLICAN;WILSON SANTIAGO;não se aplica;não se aplica;PB;251250;QUEIMADAS;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;11/03/2026;36000758112202600;202600028930;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11162629000154;FUNDO MUNICIPAL DE SAUDE;11059;11/05/2026;PROPOSTA PAGA;Proposta Paga;26/05/2026;R$250.000,00;R$250.000,00;R$250.000,00
2026;12830001;REPUBLICAN;WILSON SANTIAGO;não se aplica;não se aplica;PB;250073;AMPARO;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;10/03/2026;36000756493202600;202600006502;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;08612869000107;FUNDO MUNICIPAL DE SAUDE DE AMPARO-PB;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$500.000,00;R$500.000,00;R$500.000,00
2026;40880011;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;250310;CABACEIRAS;MUNICIPAL;INDIVIDUAL;CAPITAL;302;1001;10302511885350025;11/05/2026;11309134000126004;202600034574;FAF;EQUIPAMENTO;8535;ATENÇÃO ESPECIALIZADA À SAÚDE;Políticas de Atenção Ambulatorial Especializada e Serviços Hospitalares de Alta Complexidade - Ambulatório;11309134000105;FUNDO MUNICIPAL DE SAUDE - CABACEIRAS PB;11292;19/05/2026;PROPOSTA PAGA;Proposta Paga;16/06/2026;R$199.944,00;R$199.944,00;R$199.944,00
2026;40880013;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;250750;JOAO PESSOA;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;30/03/2026;36000783025202600;202600014605;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;08715618000140;FUNDO MUNICIPAL DE SAUDE;10684;06/04/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$140.000,00;R$140.000,00;R$140.000,00
2026;40880008;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;251100;PEDRA BRANCA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;12/03/2026;36000759640202600;202600006645;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;12051399000119;FUNDO MUNICIPAL DE SAUDE DE PEDRA BRANCA;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$200.000,00;R$200.000,00;R$200.000,00
2026;40880003;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;250020;AGUIAR;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;02/03/2026;11267041000126001;202600030045;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;11267041000165;FUNDO MUNICIPAL DE SAUDE;11166;13/05/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$199.988,00;R$199.988,00;R$0,00
2026;40880003;MDB;VENEZIANO VITAL DO RÊGO;não se aplica;não se aplica;PB;250403;CAPIM;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;13/03/2026;08730943000126001;202600021509;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;08730943000181;FUNDO MUNICIPAL DE SAUDE;10893;16/04/2026;PROPOSTA PAGA;Proposta Paga;16/06/2026;R$499.971,00;R$499.971,00;R$499.971,00
2026;12770001;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;251465;SAO JOSE DO BREJO DO CRUZ;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;16/03/2026;36000763115202600;202600006720;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11879377000189;FUNDO MUNICIPAL DE SAUDE;10454;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$300.000,00;R$300.000,00;R$300.000,00
2026;12770001;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;250940;MOGEIRO;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;04/03/2026;36000745992202600;202600006628;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;10664047000103;FUNDO MUNICIPAL DE SAUDE DE MOGEIRO;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;03/06/2026;R$500.000,00;R$500.000,00;R$500.000,00
2026;12770003;PL;WELLINGTON ROBERTO;não se aplica;não se aplica;PB;251220;PRATA;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;14/04/2026;11356674000126005;202600030060;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;11356674000140;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PRATA;11166;13/05/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$30.405,00;R$30.405,00;R$0,00
2026;27110001;PP;AGUINALDO RIBEIRO;não se aplica;não se aplica;PB;251560;SERRA DA RAIZ;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;26/03/2026;36000778280202600;202600006737;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11594437000117;FUNDO MUNICIPAL DE SAUDE;10498;31/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$300.000,00;R$300.000,00;R$300.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250220;BOM JESUS;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;05/03/2026;36000748665202600;202600020508;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11856862000137;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOM JESUS;10880;15/04/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410011;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250215;BOA VISTA;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;23/04/2026;12868705000126006;202600026385;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;SAÚDE BUCAL - BRASIL SORRIDENTE;12868705000104;FUNDO MUNICIPAL DE SAUDE;11042;08/05/2026;PROPOSTA PAGA;Proposta Paga;16/06/2026;R$399.381,00;R$399.381,00;R$399.381,00
2026;27140002;PODE;ROMERO RODRIGUES;não se aplica;não se aplica;PB;250400;CAMPINA GRANDE;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;03/03/2026;36000741910202600;202600006548;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;24513574000121;FUNDO MUNICIPAL DE SAUDE DE CAMPINA GRANDE;10678;06/04/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$3.000.000,00;R$3.000.000,00;R$3.000.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251385;SANTO ANDRE;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;04/03/2026;36000744084202600;202600006695;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11411482000199;FUNDO MUNICIPAL DE SAUDE DE SANTO ANDRE;10430;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251500;SAO MIGUEL DE TAIPU;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;20/03/2026;36000768799202600;202600006731;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11601645000104;FUNDO MUNICIPAL DE SAUDE;10454;27/03/2026;PROPOSTA PAGA;Proposta Paga;21/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251615;SOSSEGO;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;18/03/2026;36000766787202600;202600006749;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11404679000109;FUNDO MUNICIPAL DE SAUDE;10454;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410003;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251740;ZABELE;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;12/03/2026;36000759770202600;202600006773;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;11348419000155;FUNDO MUNICIPAL DE SAUDE DE ZABELE;10454;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410006;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251445;SAO JOSE DOS RAMOS;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;25/03/2026;36000775812202600;202600014655;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;11227813000135;FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DOS RAMOS;10478;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$82.359,00;R$82.359,00;R$82.359,00
2026;41410006;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;251010;NOVA FLORESTA;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;24/03/2026;36000773912202600;202600022304;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;18517489000139;FUNDO MUNICIPAL DE SAUDE;10922;22/04/2026;PROPOSTA PAGA;Proposta Paga;16/06/2026;R$100.000,00;R$100.000,00;R$100.000,00
2026;41410006;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250820;LAGOA DE DENTRO;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;08/04/2026;36000791240202600;202600035187;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;12375571000190;LAGOA DE DENTRO - FUNDO MUNICIPAL DE SAUDE;11347;20/05/2026;PROPOSTA PAGA;Proposta Paga;16/06/2026;R$200.000,00;R$200.000,00;R$200.000,00
2026;41410006;PP;DANIELLA RIBEIRO;não se aplica;não se aplica;PB;250970;MONTEIRO;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;08/03/2026;36000751737202600;202600014624;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;11214763000151;FUNDO MUNICIPAL DE SAUDE DE MONTEIRO;10443;27/03/2026;PROPOSTA PAGA;Proposta Paga;08/05/2026;R$500.000,00;R$500.000,00;R$500.000,00
2026;39970001;PSB;GERVÁSIO MAIA;não se aplica;não se aplica;PB;250077;APARECIDA;MUNICIPAL;INDIVIDUAL;CORRENTE;302;1001;1030251182E900025;12/03/2026;36000760585202600;202600014530;FAF;INCREMENTO MAC;2E90;ATENÇÃO ESPECIALIZADA À SAÚDE;INCREMENTO TEMPORÁRIO DO TETO DA MÉDIA E ALTA COMPLEXIDADE - MAC;11956816000100;FUNDO MUNICIPAL DE SAUDE DE APARECIDA;10443;27/03/2026;PROPOSTA PAGA;Proposta Paga;06/05/2026;R$400.000,00;R$400.000,00;R$400.000,00
2026;27150009;PSC;RUY CARNEIRO;não se aplica;não se aplica;PB;250990;NATUBA;MUNICIPAL;INDIVIDUAL;CORRENTE;301;1001;1030151192E890025;26/03/2026;36000778438202600;202600035569;FAF;INCREMENTO PAP;2E89;ATENÇÃO PRIMÁRIA À SAÚDE;INCREMENTO DO PISO DA ATENÇÃO PRIMÁRIA À SAÚDE - PAP;17975221000188;FUNDO MUNICIPAL DE SAUDE DE NATUBA;11336;20/05/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$500.000,00;R$500.000,00;R$0,00
2026;27150015;PSC;RUY CARNEIRO;não se aplica;não se aplica;PB;250750;JOAO PESSOA;PRIVADA;INDIVIDUAL;CAPITAL;302;1001;10302511885350025;26/03/2026;94098026001;-;CONVENIO;CONVÊNIO EQUIPAMENTO;8535;ATENÇÃO ESPECIALIZADA À SAÚDE;Políticas de Atenção Ambulatorial Especializada e Serviços Hospitalares de Alta Complexidade - Hospital de Alta Complexidade;40980914000180;FUNDACAO JOSE LEITE DE SOUZA;998275;01/06/2026;EM ANALISE PELA ÁREA FINALÍSTICA;Proposta Empenhada aguardando Formalização;-;R$1.500.000,00;R$1.500.000,00;R$0,00
2026;27150004;PSC;RUY CARNEIRO;não se aplica;não se aplica;PB;250990;NATUBA;MUNICIPAL;INDIVIDUAL;CAPITAL;301;1001;10301511985810025;04/05/2026;17975221000126002;202600028436;FAF;EQUIPAMENTO;8581;ATENÇÃO PRIMÁRIA À SAÚDE;EQUIPAMENTOS - UBS;17975221000188;FUNDO MUNICIPAL DE SAUDE DE NATUBA;11061;11/05/2026;PROPOSTA PAGA;Proposta Paga;26/05/2026;R$99.972,00;R$99.972,00;R$99.972,00
