Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
11817;Switcher de vídeo;O Switcher de Vídeo é uma solução portátil para produção de vídeo HD que acomoda até quatro entradas HDMI. Você pode controlar o switcher manualmente usando os controles embutidos ou conectá-lo a um computador executando software opcional para opções de controle adicionais.;Gerais;R$ 11.746,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2951;Tablado para Fisioterapia;Tablado para Fisioterapia Neurológica e Reabilitação.;Médico Assistencial;R$ 1.760,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11744;Tablet;Dispositivo portátil, de tamanho pequeno e com tela sensível ao toque. Permite acessar a internet, enviar e-mails, utilizar aplicativos e funcionalidades de acordo com demandas próprias.;Gerais;R$ 2.193,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11776;Tábua De Passar Roupa;Item utilizado como base para desamassar roupas, panos e tecidos em geral;Gerais;R$ 185,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10903;Tábua de Propriocepção;Equipamento utilizada em Exercício de equilíbrio, Transferência de Peso, Fortalecimento de MMII e Exercícios Proprioceptivos.;Médico Assistencial;R$ 369,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3094;Tábua de Quadríceps;Equipamento utilizado para  reabilitação motora de membros inferiores com ganho de força muscular, flexibilidade e amplitude de movimento.;Médico Assistencial;R$ 208,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3103;Tábua de Tríceps;Equipamento usado como rampa para a prática de alongamento da panturrilha (batata da perna) em paciente em reabilitação e fisioterapia.;Médico Assistencial;R$ 219,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11901;Tambor;Equipamento utilizado como um recurso para atividades de reabilitação sensoriais e motoras;Gerais;R$ 62,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11945;Tanque Inox de Processamento;"O tanque de inox para processamento é utilizado principalmente na manipulação, mistura, armazenamento
temporário e preparo de substâncias líquidas ou pastosas em ambientes que exigem alto padrão de higiene, como os
setores farmacêutico, alimentício e cosmético. Sua construção em aço inoxidável garante resistência à corrosão,
facilidade de limpeza e compatibilidade com normas sanitárias, sendo ideal para processos que demandam controle
de temperatura, homogeneidade e segurança no manuseio de produtos sensíveis.";Apoio;R$ 851.110,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11914;Teclado Eletrônico;Instrumento musical composto por conjuntos de teclas que produzem sons quando pressionadas.;Gerais;R$ 1.443,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2625;Tela de Projeção;Tela retrátil para projeção de imagens, com sistema de fixação no teto e/ou parede e/ou pedestal.;Gerais;R$ 974,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1382;Telefone;Telefone é um aparelho que permite transmitir sons à distância através de sinais elétricos.;Gerais;R$ 241,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11596;Telefone Celular Rural de Mesa;Telefone celular rural de mesa que proporciona longo alcance devido a sua antena externa de alto ganho.;Gerais;R$ 713,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11847;Telefone Satelital;É um aparelho telefônico que envia sinal ao satélite para realizar as ligações.;Gerais;R$ 19.957,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2259;Televisor;Aparelho utilizado para captação de sinais de imagens e sons.;Gerais;R$ 1.363,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2958;TENS - Estimulador Transcutâneo;É um equipamento que realizada neuroestimulação elétrica por meio transcutâneo.;Médico Assistencial;R$ 2.371,00;N;Clique para Detalhar;ESPECIALIZADO
3093;TENS e FES;Aparelho clínico de FES e TENS, indicado para tratamento por eletroestimulação e eletroanalgesia.;Médico Assistencial;R$ 2.371,00;N;Clique para Detalhar;ESPECIALIZADO
10560;Termociclador para PCR;"Equipamento automático para realização de técnicas de PCR (Reação em cadeia da polimerase), amplificação de DNA, entre outras análises.

*Não é passível de aprovação neste item a tecnologia de PCR em Tempo Real por existir item com nomenclatura própria.
As configurações permitidas referem-se aos termocicladores convencionais com ou sem gradiente.";Médico Assistencial;R$ 34.643,00;N;Clique para Detalhar;ESPECIALIZADO
11855;Termohigrobarômetro;É um dispositivo que mede temperatura, umidade relativa e pressão atmosférica simultaneamente.;Apoio;R$ 2.294,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1339;Termohigrômetro;Aparelho de medição que indica temperaturas externas e internas e umidade relativa do ar.;Apoio;R$ 215,00;N;Clique para Detalhar;ESPECIALIZADO
11415;Termômetro Clínico;Utilizado para verificar temperatura corporal.;Médico Assistencial;R$ 182,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11604;Termonebulizador tipo FOG;Aparelho Termonebulizador, tipo portátil, para aplicação espacial.;Gerais;R$ 8.269,00;N;Clique para Detalhar;ESPECIALIZADO
2797;Titulador Automático;Equipamento utilizado para identificar a concentração de substâncias em amostras analisadas, com a função de realizar procedimentos de titulação de acordo com as necessidades do método e usuário em questão.;Médico Assistencial;R$ 36.853,00;N;Clique para Detalhar;ESPECIALIZADO
11805;Tomógrafo Computadorizado (Acima de 16 canais até 80 canais);Tomógrafo Computadorizado Helicoidal Multislice, composto por unidade de comando, gantry, mesa paciente móvel e demais acessórios. O sistema (software) deverá permitir operar com simultaneidade plena de operações distintas, como: exploração, reconstrução e demonstração de imagens. Deve possuir pacote de softwares integrados que possibilitem imagens livres de artefatos e de alta resolução.;Médico Assistencial;R$ 3.000.000,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
11804;Tomógrafo Computadorizado (Até 16 canais);Tomógrafo Computadorizado Helicoidal Multislice, composto por unidade de comando, gantry, mesa paciente móvel e demais acessórios. O sistema (software) deverá permitir operar com simultaneidade plena de operações distintas, como: exploração, reconstrução e demonstração de imagens. Deve possuir pacote de softwares integrados que possibilitem imagens livres de artefatos e de alta resolução.;Médico Assistencial;R$ 1.485.000,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
10323;Tomógrafo de Coerência Óptica;Equipamento utilizado para gerar imagens tomográficas da porção posterior do olho, possibilitar a análise da retina, glaucoma e diagnósticos oftalmológicos de pacientes.;Médico Assistencial;R$ 609.150,00;N;Clique para Detalhar;ESPECIALIZADO
1551;Tonômetro;Equipamento utilizado para o processo de medição da pressão interna do globo ocular em pacientes com suspeita de glaucoma.;Médico Assistencial;R$ 5.696,00;N;Clique para Detalhar;ESPECIALIZADO
3123;Topógrafo de Córnea;Sistema destinado ao mapeamento topográfico do relevo da córnea para identificação de diagnóstico de patologias, planejamento e avaliação pré e pós-cirúrgico nas cirurgias refrativas, facectomias e transplante de córnea.;Médico Assistencial;R$ 69.625,00;N;Clique para Detalhar;ESPECIALIZADO
789;Torno Odontológico;Equipamento utilizado para polir próteses dentárias.;Apoio;R$ 1.035,00;N;Clique para Detalhar;ESPECIALIZADO
11088;Torno Universal;Equipamento utilizado para confecção de peças personalizadas para órteses, próteses e adaptações em cadeiras de rodas e meios auxiliares de locomoção.;Gerais;R$ 44.720,00;N;Clique para Detalhar;ESPECIALIZADO
10776;Torquímetro;É uma ferramenta utilizada para medir o torque aplicado em parafusos e porcas.;Gerais;R$ 1.432,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1229;Transiluminador Cutâneo (Venoscópio);Equipamento localizador de veias baseado no princípio da captação da hemoglobina presente nos vasos sanguíneos através da emissão de luz em espectro infravermelho.;Médico Assistencial;R$ 1.630,00;N;Clique para Detalhar;ESPECIALIZADO
259;Transportadora de Paletes (Paleteira);Equipamento utilizado para transporte de cargas dispostas em palets.;Gerais;R$ 2.218,00;N;Clique para Detalhar;ESPECIALIZADO
11917;Trapézio;Equipamento desenvolvido para atividades terapêuticas, indicado como recurso nas terapias IS (Integração Sensorial), para trabalhar membros superiores, promove estímulos vestibulares reações de equilíbrio.;Apoio;R$ 231,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11903;Triângulo;Equipamento utilizado como um recurso para atividades de reabilitação sensoriais e motoras;Apoio;R$ 58,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11374;Triturador Forrageiro;Equipamento utilizado para triturar materiais como cascas de frutas, legumes, verduras, restos de alimento entre outros materiais.;Gerais;R$ 1.916,00;N;Clique para Detalhar;ESPECIALIZADO
11651;Trocador de Fraldas de Parede;Item utilizado para a realização de troca de fraldas.;Gerais;R$ 1.701,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10909;Tromboelastógrafo/ Tromboelastômetro;Equipamento utilizado para análise de coagulação.;Médico Assistencial;R$ 720.000,00;N;Clique para Detalhar;ESPECIALIZADO
11883;Turbidímetro;Equipamento destinado a efetuar leitura de inóculos, cuja medição é convertida em uma leitura de turbidez, expressa em unidades de nefelometria.;Apoio;R$ 15.030,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
928;Turbilhão;Equipamento utilizado para estimulação da circulação sanguinea e alívio da dor através da exploração da reação do corpo aos estímulos exercidos pela pressão e calor da água.;Médico Assistencial;R$ 11.205,00;N;Clique para Detalhar;ESPECIALIZADO
11254;Ultracongelador de Nitrogênio Líquido;Congelador de criogênico é projetado para congelar qualquer tipo de amostras biológicas sensíveis através de abastecimento por nitrogênio líquido.;Apoio;R$ 115.677,00;N;Clique para Detalhar;ESPECIALIZADO
11266;UltraSonicador;Equipamento que promove a homogeneização de amostras, o rompimento e fragmentação, como também extração de componentes e redução de tamanho de partículas.;Médico Assistencial;R$ 25.687,00;N;Clique para Detalhar;ESPECIALIZADO
11423;Ultrassom Diagnóstico com Aplicação Transesofágica;Equipamento para diagnóstico por imagens médicas geradas através de ondas mecânicas de frequência ultrassônica, para realização de exames ginecologia, obstetrícia, ecografia abdominal Geral, urologia, cerebrovascular, vascular periférico, ecografia mamária, músculo-esquelético, pequenas partes (tireóide, testículo), transcraniano, transfontanela, cardiologia adulta e pediátrica e transesofágico.;Médico Assistencial;R$ 333.750,00;N;Clique para Detalhar;ESPECIALIZADO
11869;Ultrassom Diagnóstico Portátil paraTelessaúde;Equipamento para diagnóstico por imagens médicas geradas através de ondas mecânicas de frequência ultrassônica, para realização de exames. Com aplicação para Telessaúde/Telemedicina.;Médico Assistencial;R$ 55.000,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
11422;Ultrassom Diagnóstico sem Aplicação Transesofágica;Equipamento para diagnóstico por imagens médicas geradas através de ondas mecânicas de frequência ultrassônica, para realização de exames.;Médico Assistencial;R$ 179.667,00;N;Clique para Detalhar;ESPECIALIZADO
11655;Ultrassom Diagnóstico Transcraniano;Equipamento que utiliza a técnica de ultrassom para medir indiretamente o fluxo nas porções proximais das principais artérias intracranianas, oferecendo informações dinâmicas da circulação cerebral.;Médico Assistencial;R$ 308.500,00;N;Clique para Detalhar;ESPECIALIZADO
2729;Ultrassom Odontológico;Equipamento utilizado nos processos de limpeza dentário e em processos odontológicos que necessitam de alta energia.;Médico Assistencial;R$ 5.431,00;N;Clique para Detalhar;ESPECIALIZADO
194;Ultrassom Oftalmológico;Aparelho para diagnóstico que aproveita o eco produzido pelo som para ver em tempo real as sombras produzidas pelas estruturas e órgãos, nesse caso utilizado para os olhos.;Médico Assistencial;R$ 80.740,00;N;Clique para Detalhar;ESPECIALIZADO
204;Ultrassom para Fisioterapia;Equipamento para terapia de estruturas superficiais e profundas geradas através de ondas mecânicas de frequência ultrassônica.;Médico Assistencial;R$ 2.356,00;N;Clique para Detalhar;ESPECIALIZADO
10754;Unidade Automática para Reprocessamento de Filtros;Equipamento utilizado para reprocessamento dos filtros utilizados em tratamento hemodialítico.;Apoio;R$ 31.032,00;N;Clique para Detalhar;ESPECIALIZADO
97;Unidade Auxiliar com Sugador;Mangueira que recebe ar, do comprocessor, na qual será acoplado o sugador.;Médico Assistencial;R$ 1.220,00;N;Clique para Detalhar;ESPECIALIZADO
11993;Unidade Móvel da Saúde - SAMU 192 (Motolância);Motocicleta equipada para atendimento de emergência, usada para chegar rapidamente a locais com trânsito intenso ou de difícil acesso, oferecendo suporte inicial e agilidade para salvar vidas antes da chegada da ambulância.;Veículo;R$ 69.101,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11997;Unidade Móvel da Saúde - SAMU 192 Sem Equipamentos (Motolância);Motocicleta equipada para atendimento de emergência, usada para chegar rapidamente a locais com trânsito intenso ou de difícil acesso, oferecendo suporte inicial e agilidade para salvar vidas antes da chegada da ambulância.;Veículo;R$ 50.812,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
32;Unidade Móvel de Coleta;Ônibus adaptado para atuar como posto móvel de coleta de sangue.;Veículo;R$ 3.600.176,00;N;Clique para Detalhar;ESPECIALIZADO
11587;Unidade Móvel de Saúde - SAMU (Suporte Básico e/ou Avançado de Vida);Veículo para transporte e assistência ao paciente (SAMU),para Suporte Básico e/ou Avançado de Vida exclusivamente para o Componente Renovação de Frota.;Veículo;R$ 472.800,00;N;Clique para Detalhar;ESPECIALIZADO
11845;Unidade Móvel de Saúde - SAMU 192 - (USA);Veículo para transporte e assistência ao paciente (SAMU),para Suporte  Avançado de Vida exclusivamente para o Componente Ampliação/Expansão da Frota (USA).;Veículo;R$ 693.029,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11846;Unidade Móvel de Saúde - SAMU 192 - (USB);Veículo para transporte e assistência ao paciente (SAMU),para Suporte Básico de Vida exclusivamente para o Componente Ampliação/Expansão da Frota (USB).;Veículo;R$ 552.293,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11885;Unidade Odontológica Móvel - UOM (Pregão nº 90105/2024);Unidade Odontológica Móvel destinada às ações assistenciais de saúde bucal.;Veículo;R$ 399.381,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11771;Vacuômetro para Rede de Gases;Equipamento utilizado na rede de gases para aspiração de secreções, fluídos corporais, corpos estranhos nas áreas nasais, faringe e traqueias. Transforma a pressão positiva em negativa gerando vácuo.;Infraestrutura;R$ 247,00;N;Clique para Detalhar;ESPECIALIZADO
